"DIMENSION","VALUE","STEP","PATIENTS"
"state","KY",4,896
"state","MA",4,865
"state","MD",4,760
"state","LA",4,686
"state","NV",4,667
"state","MN",4,665
"state","KS",4,660
"state","CT",4,625
"state","OR",4,622
"state","OK",4,610
"state","AR",4,566
"state","IA",4,481
"state","MS",4,477
"state","UT",4,439
"state","WV",4,396
"state","ME",4,378
"state","NH",4,349
"state","NM",4,307
"state","NE",4,295
"state","ID",4,251
"state","DE",4,249
"state","HI",4,208
"state","RI",4,150
"state","SD",4,137
"state","VT",4,133
"state","Unknown",4,110
"state","WY",4,104
"state","MT",4,99
"state","DC",4,59
"state","AK",4,55
"state","PR",4,55
"state","ND",4,45
"state","GU",4,6
"state","CA",5,2217
"state","FL",5,2109
"state","TX",5,1092
"state","OH",5,890
"state","AZ",5,878
"state","NY",5,860
"state","PA",5,711
"state","MI",5,676
"state","AL",5,585
"state","VA",5,553
"state","SC",5,516
"state","GA",5,509
"state","IN",5,495
"state","NC",5,446
"state","TN",5,425
"state","NJ",5,422
"state","IL",5,422
"state","MA",5,395
"state","CO",5,377
"state","WA",5,359
"state","WI",5,355
"state","KY",5,310
"state","MO",5,309
"state","NV",5,264
"state","OR",5,260
"state","CT",5,254
"state","MD",5,246
"state","AR",5,237
"state","LA",5,222
"state","MN",5,209
"state","OK",5,196
"state","IA",5,180
"state","WV",5,177
"state","KS",5,175
"state","UT",5,148
"state","MS",5,133
"state","NH",5,131
"state","ME",5,119
"state","NM",5,119
"state","DE",5,110
"state","NE",5,87
"state","ID",5,72
"state","RI",5,61
"state","HI",5,51
"state","VT",5,46
"state","Unknown",5,45
"state","SD",5,45
"state","MT",5,34
"state","PR",5,25
"state","WY",5,22
"state","DC",5,22
"state","AK",5,18
"state","ND",5,17
"state","GU",5,4
"state","CA",6,1952
"state","FL",6,1818
"state","TX",6,947
"state","OH",6,792
"state","AZ",6,786
"state","NY",6,750
"state","PA",6,608
"state","MI",6,586
"state","AL",6,514
"state","VA",6,489
"state","SC",6,452
"state","GA",6,449
"state","IN",6,438
"state","NC",6,396
"state","NJ",6,380
"state","TN",6,377
"state","IL",6,365
"state","MA",6,364
"state","CO",6,332
"state","WA",6,313
"state","WI",6,311
"state","KY",6,275
"state","MO",6,268
"state","OR",6,232
"state","NV",6,232
"state","CT",6,228
"state","AR",6,215
"state","MD",6,213
"state","LA",6,182
"state","MN",6,182
"state","OK",6,178
"state","IA",6,156
"state","WV",6,155
"state","KS",6,150
"state","UT",6,134
"state","NH",6,117
"state","MS",6,114
"state","DE",6,102
"state","ME",6,101
"state","NM",6,100
"state","NE",6,75
"state","ID",6,61
"state","HI",6,51
"state","RI",6,49
"state","Unknown",6,41
"state","SD",6,37
"state","VT",6,36
"state","MT",6,28
"state","PR",6,23
"state","WY",6,21
"state","DC",6,21
"state","AK",6,15
"state","ND",6,13
"state","GU",6,4
"state","CA",7,841
"state","FL",7,782
"state","TX",7,380
"state","AZ",7,374
"state","OH",7,324
"state","NY",7,321
"state","PA",7,248
"state","AL",7,246
"state","MI",7,232
"state","VA",7,226
"state","SC",7,204
"state","IN",7,183
"state","MA",7,180
"state","GA",7,177
"state","NJ",7,173
"state","TN",7,165
"state","NC",7,162
"state","WA",7,152
"state","IL",7,151
"state","CO",7,141
"state","WI",7,137
"state","KY",7,128
"state","NV",7,126
"state","OR",7,122
"state","MO",7,98
"state","MD",7,96
"state","AR",7,94
"state","CT",7,89
"state","OK",7,84
"state","MN",7,83
"state","LA",7,83
"state","IA",7,76
"state","KS",7,70
"state","NH",7,63
"state","WV",7,59
"state","MS",7,56
"state","ME",7,46
"state","UT",7,45
"state","DE",7,44
"state","NM",7,39
"state","NE",7,33
"state","ID",7,22
"state","SD",7,22
"state","RI",7,22
"state","VT",7,19
"state","HI",7,16
"state","MT",7,13
"state","Unknown",7,13
"state","WY",7,12
"state","DC",7,11
"state","ND",7,10
"state","AK",7,8
"state","PR",7,7
"state","GU",7,0
"payer_name","Abarca Health",3,9
"payer_name","District of Columbia Medicaid",3,9
"payer_name","Change Healthcare",3,9
"payer_name","Pennsylvania Medicaid",3,9
"payer_name","The Assistance Fund",3,9
"payer_name","Arizona Medicaid",3,8
"payer_name","Script Relief",3,8
"payer_name","CoxHealth",3,8
"payer_name","Liberty Medicare Advantage",3,7
"payer_name","LucyRx",3,7
"payer_name","New Hampshire Medicaid",3,6
"payer_name","Ramsell",3,6
"payer_name","Simpra Advantage",3,6
"payer_name","MedStar Health",3,5
"payer_name","Delaware Medicaid",3,5
"payer_name","Integrated Prescription Management (IPM)",3,5
"payer_name","Samaritan Health Plans",3,5
"payer_name","Mayo Clinic",3,5
"payer_name","Longevity Health",3,5
"payer_name","Wyoming Medicaid",3,5
"payer_name","ProCare Advantage",3,5
"payer_name","Align Senior Care",3,5
"payer_name","Complementary Health Care",3,5
"payer_name","Community Care Health Plan",3,4
"payer_name","Clear Spring Health",3,4
"payer_name","Santa Clara Family Health Plan",3,4
"payer_name","Nebraska Medicaid",3,4
"payer_name","OhioHealth",3,4
"payer_name","Accountable HC (IPA)",3,4
"payer_name","Vaya Health",3,4
"payer_name","Denver Health",3,4
"payer_name","Troy Medicare",3,4
"payer_name","Montana Medicaid",3,4
"payer_name","Healthcare Partners (IPA)",3,3
"payer_name","AllCare (IPA)",3,3
"payer_name","Leon Health",3,3
"payer_name","Aspirus Health Plan",3,3
"payer_name","Cascade Health Alliance",3,3
"payer_name","Advanced Health",3,3
"payer_name","Lucent Health",3,3
"payer_name","Texas Independence Health Plan",3,3
"payer_name","New York Department of Health",3,3
"payer_name","Hennepin Health",3,3
"payer_name","Trillium Health Resources",3,2
"payer_name","Curaechoice, Inc",3,2
"payer_name","LifeWorks Advantage",3,2
"payer_name","South Country Health Alliance",3,2
"payer_name","6 Degrees Health",3,2
"payer_name","Maryland Physicians Care",3,2
"payer_name","Care N Care",3,2
"payer_name","Alterwood Advantage",3,2
"payer_name","EBMS",3,2
"payer_name","CenterLight Healthcare",3,2
"payer_name","Colorado Access",3,2
"payer_name","Oregon Health and Science University",3,2
"payer_name","New Mexico Medicaid",3,2
"payer_name","Iowa Medicaid",3,1
"payer_name","Partners Health Plan",3,1
"payer_name","WithMe Health",3,1
"payer_name","United Physicians Network",3,1
"payer_name","NeedyMeds",3,1
"payer_name","Washington State Department of Health",3,1
"payer_name","Broward Health",3,1
"payer_name","Chinese Community Health Plan",3,1
"payer_name","Sendero Health Plans",3,1
"payer_name","Partners Health Management",3,1
"payer_name","Rhode Island Department of Health",3,1
"payer_name","Continental General",3,0
"payer_name","Florida Complete Care",3,0
"payer_name","San Francisco Health Plan",3,0
"payer_name","Advantage Care (IPA)",3,0
"payer_name","FliptRx",3,0
"payer_name","OnePoint Comp",3,0
"payer_name","University of Michigan Health Plan",3,0
"payer_name","Rios Southwest Medical Group",3,0
"payer_name","Delaware Division of Medicaid and Medical Assistance",3,0
"payer_name","Advanced Medical Doctors of California (IPA)",3,0
"payer_name","Community First Health Plans",3,0
"payer_name","North Carolina Department of Health",3,0
"payer_name","InfinityRx",3,0
"payer_name","KeyCare Advantage",3,0
"payer_name","Other",4,20541
"payer_name","Centers for Medicare and Medicaid Services",4,8594
"payer_name","UnitedHealthcare",4,7550
"payer_name","Humana",4,3233
"payer_name","Aetna",4,2595
"payer_name","Centene Corporation",4,1912
"payer_name","Elevance Health",4,1482
"payer_name","Optum",4,1103
"payer_name","Cigna Healthcare",4,959
"payer_name","Cash",4,771
"payer_name","Express Scripts",4,756
"payer_name","CVS Caremark",4,531
"payer_name","Health Care Service Corporation",4,421
"payer_name","Blue Cross Blue Shield Association",4,384
"payer_name","GoodRx",4,360
"payer_name","Florida Blue",4,288
"payer_name","Priority Health",4,273
"payer_name","OmniSYS",4,258
"payer_name","Blue Shield of California",4,243
"payer_name","Horizon Blue Cross Blue Shield of New Jersey",4,239
"payer_name","Blue Cross Blue Shield of Michigan",4,237
"payer_name","Pharmacy Data Management",4,206
"payer_name","California Senior Care Action Network Health Plan",4,196
"payer_name","Blue Cross and Blue Shield of Alabama",4,166
"payer_name","MedImpact",4,160
"payer_name","Script Care",4,142
"payer_name","Molina Healthcare",4,141
"payer_name","California Medicaid",4,122
"payer_name","Alignment Health Plan",4,120
"payer_name","Highmark Health",4,117
"payer_name","Blue Cross Blue Shield of Arizona",4,113
"payer_name","Navitus Health Solutions",4,112
"payer_name","Visory Health",4,109
"payer_name","Blue Cross and Blue Shield of North Carolina",4,108
"payer_name","McKesson",4,108
"payer_name","Excellus BlueCross BlueShield",4,106
"payer_name","CareFirst BlueCross BlueShield",4,104
"payer_name","University of Pittsburgh Medical Center Health Plan",4,102
"payer_name","Paramount Rx",4,86
"payer_name","BlueCross BlueShield of Tennessee",4,84
"payer_name","Blue Cross and Blue Shield of Minnesota",4,84
"payer_name","UCare Minneapolis",4,84
"payer_name","Cambia Health Solutions",4,75
"payer_name","Independence Blue Cross",4,73
"payer_name","Blue Cross and Blue Shield of South Carolina",4,67
"payer_name","WellDyne",4,63
"payer_name","Scriptcycle",4,63
"payer_name","Providence",4,62
"payer_name","Point32Health",4,61
"payer_name","Capital Rx",4,60
"payer_name","Kaiser Permanente",4,57
"payer_name","CareSource",4,57
"payer_name","Martin's Point Health Care",4,56
"payer_name","New York Medicaid",4,55
"payer_name","Clever Rx",4,55
"payer_name","Healthfirst New York",4,50
"payer_name","Los Angeles Care Health Plan",4,49
"payer_name","Regal Medical Group",4,46
"payer_name","Banner Health",4,45
"payer_name","Blue Cross and Blue Shield of Kansas",4,45
"payer_name","Louisiana Blue",4,44
"payer_name","Oscar Health",4,41
"payer_name","Carle Health",4,40
"payer_name","Blue Cross Blue Shield of Massachusetts",4,40
"payer_name","Viva Health",4,40
"payer_name","Sharp Healthcare",4,40
"payer_name","Capital District Physicians' Health Plan",4,37
"payer_name","EmblemHealth",4,33
"payer_name","Sentara Health Plans",4,32
"payer_name","Devoted Health",4,31
"payer_name","Renown Health",4,30
"payer_name","Network Health",4,29
"payer_name","Intermountain Health",4,29
"payer_name","Wellmark Blue Cross and Blue Shield",4,29
"payer_name","Farm Bureau Health Plans",4,28
"payer_name","Mercy Care",4,28
"payer_name","Mutual of Omaha",4,27
"payer_name","Geisinger Health",4,27
"payer_name","RxSense",4,27
"payer_name","Cornerstone Benefits Administrator",4,26
"payer_name","Triple-S Management",4,26
"payer_name","Gainwell Technologies",4,25
"payer_name","Blue Cross and Blue Shield of Nebraska",4,25
"payer_name","Premera Blue Cross",4,24
"payer_name","ATRIO Health Plans",4,24
"payer_name","Kern Family Health Care",4,24
"payer_name","Universal Health Services",4,24
"payer_name","Evernorth Health Services",4,24
"payer_name","Presbyterian Healthcare Services",4,24
"payer_name","Blue Cross of Idaho",4,23
"payer_name","Colorado Medicaid",4,23
"payer_name","Blue Cross and Blue Shield of Kansas City",4,23
"payer_name","Medica",4,23
"payer_name","Connecticut Medicaid",4,23
"payer_name","Medical Mutual of Ohio",4,22
"payer_name","Blue Cross and Blue Shield of Rhode Island",4,22
"payer_name","West Virginia Medicaid",4,21
"payer_name","Blue Cross and Blue Shield of Mississippi",4,21
"payer_name","Gensis Healthcare",4,21
"payer_name","Independent Health",4,21
"payer_name","Hawaii Medical Service Association",4,20
"payer_name","Health Plan of San Joaquin",4,20
"payer_name","Inland Empire Health Plan",4,20
"payer_name","Ascension Health System",4,19
"payer_name","Cardinal Health",4,19
"payer_name","Ohio Medicaid",4,19
"payer_name","HealthPartners",4,18
"payer_name","CalOptima Health",4,18
"payer_name","Arkansas Medicaid",4,18
"payer_name","Alabama Medicaid",4,17
"payer_name","WellSense Health Plan",4,17
"payer_name","Arkansas Blue Cross and Blue Shield",4,17
"payer_name","Prime Therapeutics",4,17
"payer_name","Baylor Scott and White Health",4,16
"payer_name","Capital BlueCross",4,15
"payer_name","ProCare Rx",4,15
"payer_name","Johns Hopkins Health Plans",4,15
"payer_name","Wisconsin Medicaid",4,14
"payer_name","SmithRx",4,14
"payer_name","Michigan Medicaid",4,14
"payer_name","Texas Medicaid",4,13
"payer_name","Georgia Medicaid",4,13
"payer_name","Summa Health",4,12
"payer_name","North Carolina State Health Plan",4,12
"payer_name","Trinity Health",4,12
"payer_name","Massachusetts Medicaid",4,12
"payer_name","Sanford Health",4,11
"payer_name","EyeMed",4,11
"payer_name","Gold Coast Health Plan",4,10
"payer_name","AultCare Health Plans",4,10
"payer_name","Hippo Technologies",4,10
"payer_name","American Specialty Health",4,10
"payer_name","Legacy Health",4,10
"payer_name","Clover Health",4,10
"payer_name","McLaren Health Care",4,10
"payer_name","Liviniti",4,10
"payer_name","Partnership HealthPlan of California",4,10
"payer_name","Indiana Medicaid",4,9
"payer_name","Visiting Nurse Service Health",4,9
"payer_name","Memorial Hermann Health Plan",4,9
"payer_name","North Carolina Medicaid",4,9
"payer_name","North Dakota Medicaid",4,8
"payer_name","Jefferson Health",4,8
"payer_name","Cone Health",4,8
"payer_name","Mississippi Medicaid",4,8
"payer_name","Oklahoma Medicaid",4,8
"payer_name","MVP Health Care",4,8
"payer_name","AllCare Health",4,8
"payer_name","South Carolina Medicaid",4,8
"payer_name","Ventegra",4,7
"payer_name","New York State Health Insurance Program",4,7
"payer_name","Upper Peninsula Health Plan",4,7
"payer_name","The Health Plan",4,7
"payer_name","Missouri Medicaid",4,7
"payer_name","CareOregon",4,7
"payer_name","Blue Cross Blue Shield of Wyoming",4,7
"payer_name","VytlOne",4,7
"payer_name","Moda Health",4,7
"payer_name","Scripps Health",4,6
"payer_name","Pharmastar",4,6
"payer_name","Kentucky Medicaid",4,6
"payer_name","BayCare Health Plans",4,6
"payer_name","AmerisourceBergen",4,6
"payer_name","Contra Costa Health",4,6
"payer_name","Oregon Medicaid",4,6
"payer_name","Health First",4,6
"payer_name","Samaritan Health Services",4,6
"payer_name","Community Health Group",4,6
"payer_name","CHRISTUS Health",4,6
"payer_name","Dignity Health",4,6
"payer_name","TrueScripts",4,6
"payer_name","Employers Health Options",4,5
"payer_name","Rightway Health",4,5
"payer_name","BeneCard Prescription Benefit Facilitator",4,5
"payer_name","Nevada Medicaid",4,5
"payer_name","Florida Medicaid",4,5
"payer_name","CerpassRx",4,5
"payer_name","SS&C Health",4,5
"payer_name","Buckeye Health",4,5
"payer_name","Alameda Alliance for Health",4,5
"payer_name","Alliance Health",4,5
"payer_name","Accessia Health",4,4
"payer_name","Alliant Health Plans",4,4
"payer_name","Quartz Health Solutions",4,4
"payer_name","Washington Medicaid",4,4
"payer_name","Virginia Medicaid",4,4
"payer_name","Vermont Medicaid",4,4
"payer_name","Partners for Health",4,4
"payer_name","Community Health Plan of Washington",4,4
"payer_name","Illinois Medicaid",4,4
"payer_name","Vision Services Plan",4,4
"payer_name","Georgia State Health Benefit Plan",4,4
"payer_name","Torrance Hospital (IPA)",4,4
"payer_name","Maine Medicaid",4,4
"payer_name","Kansas Medicaid",4,4
"payer_name","Phoenix Pharmacy Benefits Management",4,4
"payer_name","Avera Health Plans",4,4
"payer_name","Baystate Health",4,4
"payer_name","Central California Alliance for Health",4,4
"payer_name","Essence Healthcare",4,3
"payer_name","Geico",4,3
"payer_name","Louisiana Medicaid",4,3
"payer_name","Minnesota Medicaid",4,3
"payer_name","Pennsylvania Medicaid",4,3
"payer_name","Fallon Health",4,3
"payer_name","New Jersey Medicaid",4,3
"payer_name","Hawaii Medicaid",4,3
"payer_name","Idaho Medicaid",4,3
"payer_name","Health Plan of San Mateo",4,3
"payer_name","United Networks of America",4,3
"payer_name","Clever Care Health Plan",4,3
"payer_name","Aspire Health Plan",4,3
"payer_name","Mountain Health CO-OP",4,3
"payer_name","Alaska Medicaid",4,2
"payer_name","CalCPA",4,2
"payer_name","University of Utah Health",4,2
"payer_name","Employee Health Options",4,2
"payer_name","New Hampshire Medicaid",4,2
"payer_name","AmeriHealth Caritas PA",4,2
"payer_name","Delaware Medicaid",4,2
"payer_name","Restat",4,2
"payer_name","New York City Health + Hospitals",4,2
"payer_name","Curative Health Plan",4,2
"payer_name","Blue Cross and Blue Shield of Vermont",4,2
"payer_name","Integrated Prescription Management (IPM)",4,2
"payer_name","Valley Care (IPA)",4,2
"payer_name","Arizona Medicaid",4,2
"payer_name","Zing Health",4,2
"payer_name","Ochsner Health",4,2
"payer_name","UMass Memorial Health",4,2
"payer_name","Hennepin Health",4,2
"payer_name","Solis Health Plans",4,2
"payer_name","Neighborhood Health Plan of Rhode Island",4,2
"payer_name","Citizens Rx",4,2
"payer_name","Opus Health",4,2
"payer_name","Maryland Medicaid",4,2
"payer_name","Rhode Island Medicaid",4,2
"payer_name","District of Columbia Medicaid",4,2
"payer_name","Sutter Health",4,2
"payer_name","Health Partners",4,2
"payer_name","Employee Health Insurance Management",4,2
"payer_name","AlohaCare",4,1
"payer_name","Curaechoice, Inc",4,1
"payer_name","American Health Partners",4,1
"payer_name","ConnectiveRx",4,1
"payer_name","Mass General Brigham",4,1
"payer_name","Elderplan and HomeFirst",4,1
"payer_name","Align Senior Care",4,1
"payer_name","Commonwealth of Pennsylvania",4,1
"payer_name","Advanced Health",4,1
"payer_name","MedStar Health",4,1
"payer_name","Longevity Health",4,1
"payer_name","Santa Clara Family Health Plan",4,1
"payer_name","AscellaHealth",4,1
"payer_name","Abarca Health",4,1
"payer_name","Ohio Health",4,1
"payer_name","West Virginia University Medicine",4,1
"payer_name","South Dakota Medicaid",4,1
"payer_name","PharmPix",4,1
"payer_name","Advocate Physician Partners (PHO)",4,1
"payer_name","Jai Medical Systems Managed Care Organization",4,1
"payer_name","MedOne",4,1
"payer_name","Samaritan Health Plans",4,1
"payer_name","Florida Community Care",4,1
"payer_name","Mayo Clinic",4,1
"payer_name","Doctors HealthCare Plans",4,1
"payer_name","Montana Medicaid",4,1
"payer_name","Change Healthcare",4,1
"payer_name","Aspirus Health Plan",4,1
"payer_name","Oregon Health and Science University",4,1
"payer_name","Blue Care Network",4,1
"payer_name","Nebraska Medicaid",4,1
"payer_name","Liberty Medicare Advantage",4,1
"payer_name","The Assistance Fund",4,1
"payer_name","Hamaspik",4,1
"payer_name","Blue Cross Blue Shield of North Dakota",4,1
"payer_name","Utah Medicaid",4,1
"payer_name","Health Alliance Plan",4,0
"payer_name","State Farm",4,0
"payer_name","Amazon",4,0
"payer_name","Texas Independence Health Plan",4,0
"payer_name","Care N Care",4,0
"payer_name","Chinese Community Health Plan",4,0
"payer_name","ProCare Advantage",4,0
"payer_name","Alterwood Advantage",4,0
"payer_name","San Francisco Health Plan",4,0
"payer_name","Florida Complete Care",4,0
"payer_name","New York Department of Health",4,0
"payer_name","Maryland Physicians Care",4,0
"payer_name","New Mexico Medicaid",4,0
"payer_name","Ramsell",4,0
"payer_name","Community First Health Plans",4,0
"payer_name","Iowa Medicaid",4,0
"payer_name","AllCare (IPA)",4,0
"payer_name","Lucent Health",4,0
"payer_name","Partners Health Management",4,0
"payer_name","Wyoming Medicaid",4,0
"payer_name","Advantage Care (IPA)",4,0
"payer_name","FliptRx",4,0
"payer_name","OnePoint Comp",4,0
"payer_name","Sendero Health Plans",4,0
"payer_name","6 Degrees Health",4,0
"payer_name","Rios Southwest Medical Group",4,0
"payer_name","Rhode Island Department of Health",4,0
"payer_name","RxCut",4,0
"payer_name","Adventist Health Care Network (IPA)",4,0
"payer_name","Access Medical Group (IPA)",4,0
"payer_name","Accountable HC (IPA)",4,0
"payer_name","InfinityRx",4,0
"payer_name","EBMS",4,0
"payer_name","Community Care Health Plan",4,0
"payer_name","North Carolina Department of Health",4,0
"payer_name","Continental General",4,0
"payer_name","Community Health Choice",4,0
"payer_name","Broward Health",4,0
"payer_name","Disclosed Rx",4,0
"payer_name","Advanced Medical Management (IPA)",4,0
"payer_name","OhioHealth",4,0
"payer_name","Delaware Division of Medicaid and Medical Assistance",4,0
"payer_name","NeedyMeds",4,0
"payer_name","Trillium Health Resources",4,0
"payer_name","Clear Spring Health",4,0
"payer_name","Vaya Health",4,0
"payer_name","Partners Health Plan",4,0
"payer_name","Washington State Department of Health",4,0
"payer_name","University of Michigan Health Plan",4,0
"payer_name","LucyRx",4,0
"payer_name","Troy Medicare",4,0
"payer_name","Script Relief",4,0
"payer_name","CoxHealth",4,0
"payer_name","KeyCare Advantage",4,0
"payer_name","Simpra Advantage",4,0
"payer_name","VillageCareMAX",4,0
"payer_name","New Jersey Department of Health",4,0
"payer_name","Advanced Medical Doctors of California (IPA)",4,0
"payer_name","Medical Card System",4,0
"payer_name","Denver Health",4,0
"payer_name","Complementary Health Care",4,0
"payer_name","HealthSmartRx Solutions",4,0
"payer_name","Leon Health",4,0
"payer_name","United Physicians Network",4,0
"payer_name","South Country Health Alliance",4,0
"payer_name","WithMe Health",4,0
"payer_name","LifeWorks Advantage",4,0
"payer_name","Colorado Access",4,0
"payer_name","Healthcare Partners (IPA)",4,0
"payer_name","Cascade Health Alliance",4,0
"payer_name","CenterLight Healthcare",4,0
"payer_name","Other",5,6684
"payer_name","Centers for Medicare and Medicaid Services",5,3349
"payer_name","UnitedHealthcare",5,2382
"payer_name","Humana",5,1194
"payer_name","Aetna",5,768
"payer_name","Centene Corporation",5,570
"payer_name","Elevance Health",5,506
"payer_name","Optum",5,399
"payer_name","Cigna Healthcare",5,311
"payer_name","Cash",5,288
"payer_name","Express Scripts",5,183
"payer_name","CVS Caremark",5,165
"payer_name","Health Care Service Corporation",5,124
"payer_name","Pharmacy Data Management",5,118
"payer_name","Blue Cross Blue Shield Association",5,117
"payer_name","Florida Blue",5,102
"payer_name","Script Care",5,92
"payer_name","Blue Shield of California",5,88
"payer_name","GoodRx",5,87
"payer_name","Blue Cross Blue Shield of Michigan",5,80
"payer_name","Blue Cross and Blue Shield of Alabama",5,78
"payer_name","Horizon Blue Cross Blue Shield of New Jersey",5,77
"payer_name","Priority Health",5,72
"payer_name","Molina Healthcare",5,62
"payer_name","California Senior Care Action Network Health Plan",5,55
"payer_name","OmniSYS",5,52
"payer_name","MedImpact",5,50
"payer_name","California Medicaid",5,50
"payer_name","Highmark Health",5,49
"payer_name","Blue Cross Blue Shield of Arizona",5,41
"payer_name","Alignment Health Plan",5,39
"payer_name","University of Pittsburgh Medical Center Health Plan",5,39
"payer_name","WellDyne",5,35
"payer_name","CareFirst BlueCross BlueShield",5,33
"payer_name","Navitus Health Solutions",5,33
"payer_name","Visory Health",5,33
"payer_name","Independence Blue Cross",5,29
"payer_name","McKesson",5,27
"payer_name","Kaiser Permanente",5,27
"payer_name","CareSource",5,27
"payer_name","Excellus BlueCross BlueShield",5,27
"payer_name","Point32Health",5,26
"payer_name","UCare Minneapolis",5,25
"payer_name","Blue Cross and Blue Shield of Minnesota",5,25
"payer_name","New York Medicaid",5,24
"payer_name","Banner Health",5,23
"payer_name","BlueCross BlueShield of Tennessee",5,20
"payer_name","Blue Cross and Blue Shield of South Carolina",5,20
"payer_name","Cambia Health Solutions",5,20
"payer_name","Blue Cross and Blue Shield of North Carolina",5,20
"payer_name","Scriptcycle",5,19
"payer_name","Paramount Rx",5,19
"payer_name","Martin's Point Health Care",5,18
"payer_name","Los Angeles Care Health Plan",5,18
"payer_name","Capital Rx",5,18
"payer_name","Oscar Health",5,16
"payer_name","Viva Health",5,16
"payer_name","Network Health",5,14
"payer_name","Carle Health",5,13
"payer_name","Connecticut Medicaid",5,13
"payer_name","Sharp Healthcare",5,13
"payer_name","Blue Cross Blue Shield of Massachusetts",5,13
"payer_name","Evernorth Health Services",5,13
"payer_name","Mutual of Omaha",5,12
"payer_name","Capital District Physicians' Health Plan",5,12
"payer_name","Presbyterian Healthcare Services",5,12
"payer_name","Providence",5,12
"payer_name","Blue Cross and Blue Shield of Kansas",5,12
"payer_name","Louisiana Blue",5,12
"payer_name","Clever Rx",5,12
"payer_name","Mercy Care",5,11
"payer_name","Ohio Medicaid",5,11
"payer_name","Gensis Healthcare",5,11
"payer_name","Geisinger Health",5,11
"payer_name","Arkansas Medicaid",5,11
"payer_name","Blue Cross and Blue Shield of Rhode Island",5,11
"payer_name","Sentara Health Plans",5,11
"payer_name","Triple-S Management",5,10
"payer_name","CalOptima Health",5,10
"payer_name","EmblemHealth",5,10
"payer_name","Healthfirst New York",5,9
"payer_name","Medica",5,9
"payer_name","Cornerstone Benefits Administrator",5,9
"payer_name","Premera Blue Cross",5,9
"payer_name","Michigan Medicaid",5,9
"payer_name","ProCare Rx",5,9
"payer_name","Kern Family Health Care",5,9
"payer_name","Intermountain Health",5,9
"payer_name","Wellmark Blue Cross and Blue Shield",5,9
"payer_name","Alabama Medicaid",5,8
"payer_name","Arkansas Blue Cross and Blue Shield",5,8
"payer_name","Universal Health Services",5,8
"payer_name","Inland Empire Health Plan",5,8
"payer_name","Prime Therapeutics",5,8
"payer_name","Regal Medical Group",5,8
"payer_name","Health Plan of San Joaquin",5,7
"payer_name","Massachusetts Medicaid",5,7
"payer_name","West Virginia Medicaid",5,7
"payer_name","Blue Cross and Blue Shield of Kansas City",5,7
"payer_name","Summa Health",5,7
"payer_name","ATRIO Health Plans",5,7
"payer_name","Georgia Medicaid",5,6
"payer_name","Hawaii Medical Service Association",5,6
"payer_name","Colorado Medicaid",5,6
"payer_name","HealthPartners",5,6
"payer_name","The Health Plan",5,6
"payer_name","Sanford Health",5,5
"payer_name","Visiting Nurse Service Health",5,5
"payer_name","Kentucky Medicaid",5,5
"payer_name","Devoted Health",5,5
"payer_name","RxSense",5,5
"payer_name","Hippo Technologies",5,5
"payer_name","Gold Coast Health Plan",5,5
"payer_name","Dignity Health",5,5
"payer_name","Memorial Hermann Health Plan",5,5
"payer_name","Ascension Health System",5,5
"payer_name","WellSense Health Plan",5,4
"payer_name","McLaren Health Care",5,4
"payer_name","Texas Medicaid",5,4
"payer_name","Blue Cross and Blue Shield of Nebraska",5,4
"payer_name","Trinity Health",5,4
"payer_name","Johns Hopkins Health Plans",5,4
"payer_name","Indiana Medicaid",5,4
"payer_name","VytlOne",5,4
"payer_name","Gainwell Technologies",5,4
"payer_name","Cardinal Health",5,4
"payer_name","Farm Bureau Health Plans",5,4
"payer_name","North Dakota Medicaid",5,4
"payer_name","Employers Health Options",5,4
"payer_name","Capital BlueCross",5,4
"payer_name","Illinois Medicaid",5,3
"payer_name","Central California Alliance for Health",5,3
"payer_name","Oregon Medicaid",5,3
"payer_name","AultCare Health Plans",5,3
"payer_name","Liviniti",5,3
"payer_name","Moda Health",5,3
"payer_name","Independent Health",5,3
"payer_name","AmerisourceBergen",5,3
"payer_name","Medical Mutual of Ohio",5,3
"payer_name","Clover Health",5,3
"payer_name","Vermont Medicaid",5,3
"payer_name","Alameda Alliance for Health",5,3
"payer_name","Rightway Health",5,3
"payer_name","Contra Costa Health",5,3
"payer_name","North Carolina Medicaid",5,3
"payer_name","CerpassRx",5,3
"payer_name","Kansas Medicaid",5,3
"payer_name","Virginia Medicaid",5,3
"payer_name","Health Plan of San Mateo",5,3
"payer_name","South Carolina Medicaid",5,3
"payer_name","Baylor Scott and White Health",5,3
"payer_name","CareOregon",5,3
"payer_name","Buckeye Health",5,3
"payer_name","Oklahoma Medicaid",5,3
"payer_name","Jefferson Health",5,3
"payer_name","SS&C Health",5,2
"payer_name","Vision Services Plan",5,2
"payer_name","Scripps Health",5,2
"payer_name","Mountain Health CO-OP",5,2
"payer_name","EyeMed",5,2
"payer_name","Nevada Medicaid",5,2
"payer_name","University of Utah Health",5,2
"payer_name","Alliance Health",5,2
"payer_name","Alaska Medicaid",5,2
"payer_name","Community Health Group",5,2
"payer_name","Legacy Health",5,2
"payer_name","Pharmastar",5,2
"payer_name","Employee Health Insurance Management",5,2
"payer_name","BayCare Health Plans",5,2
"payer_name","Mississippi Medicaid",5,2
"payer_name","Blue Cross of Idaho",5,2
"payer_name","Missouri Medicaid",5,2
